Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Mongolia,796.59,818.66,844.98,869.5,896.04,922.24,949.41,979.1,1007.49,1037.79,1068.53,1100.04,1132.13,1167.04,1201.49,1237.14,1273.09,1312.15,1350.91,1390.37,1432.78,1460.83,1478.17,1547.13,1573.25,1628.93,1641.45,1704.91,1777.06,1820.97,1915.35,1888.46,2020.85,2136.45,2246.25,2292.91,2417.83,2455.22,2487.47,2484.9,2395.89,2154.1,1863.04,1781.55,1811.96,1876.55,1907.69,1958.5,2025.1,2058.29,2091.89,2101.79,2142.97,2240.53,2458.32,2610.61,2797.04,3047.8,3286.25,3172.92,3376.83,3549.56,3703.6,4558.66,5248.58,5781.96
Montenegro,7827.8,7894.17,7971.64,8074.43,8180.43,8259.07,8407.29,8438.67,8457.15,8464.23,8643.42,8704.74,8811.31,8839.02,9070.04,9195.18,9305.45,9382.43,9534.88,9673.24,9890.1,9984.4,10066.12,10230.4,10360.37,10214.24,10362.18,10411.44,10487.34,10494.9,10372.03,10258.46,10064.89,9897.01,9875.59,9800.37,9781.19,9769.42,9809.21,9763.04,9656.31,8711.33,6780.57,4594.71,4581.16,5038.13,6086.75,6359.51,6563.62,5945.56,6143.08,6244.77,6431.73,6660.45,7026.2,7370.11,7975.0,8771.75,9316.09,8912.21,8965.28,9054.44,9164.32,9279.99,9399.9,9521.26
Montserrat,4150.45,4257.13,4372.33,4504.35,4641.42,4766.07,4934.47,5037.48,5134.74,5226.81,5428.62,5560.51,5724.71,5840.8,6095.82,6285.47,6469.49,6634.42,6857.37,7075.69,7357.88,7522.47,7634.51,7794.09,8062.23,8417.42,8277.93,8138.93,8599.67,9563.09,10528.03,10894.51,11432.19,11246.13,11568.23,12213.17,11631.63,12992.07,14401.35,15627.39,17871.29,14357.77,14602.24,14901.48,15267.83,14783.98,12825.75,11643.66,12337.57,13404.4,14870.3,14814.01,15584.43,14230.18,14170.88,13552.18,12430.39,12427.22,13164.27,13580.85,13895.47,14273.8,14694.22,15134.29,15592.14,16063.7
Morocco,1195.12,1199.53,1207.33,1231.92,1228.99,1161.47,1144.85,1093.08,1148.16,1125.81,1125.31,1192.17,1305.45,1390.77,1422.6,1423.33,1392.49,1476.62,1558.42,1637.07,1680.89,1719.75,1702.18,1734.48,1780.75,1969.72,2134.13,2234.99,2165.93,2209.86,2271.73,2155.4,2304.52,2216.08,2256.54,2340.82,2462.53,2340.86,2522.85,2541.12,2608.58,2751.37,2597.4,2513.91,2721.23,2507.82,2762.04,2670.25,2837.64,2807.44,2817.19,2980.15,3042.05,3200.25,3316.9,3371.8,3591.98,3655.35,3822.7,3853.33,3969.97,4100.74,4260.87,4427.44,4600.27,4779.83
Mozambique,287.92,293.88,300.01,305.8,308.67,321.37,319.0,321.15,330.0,340.71,343.09,344.3,362.16,357.49,364.54,364.07,363.94,387.92,402.81,423.72,413.99,432.03,439.67,448.57,451.05,439.66,441.24,431.0,424.14,423.33,433.05,435.51,400.93,340.12,324.11,313.26,302.55,336.49,363.15,385.58,381.87,392.52,358.36,374.13,378.93,373.81,389.94,420.33,454.97,475.26,483.71,532.52,571.53,596.14,632.61,670.96,708.68,745.64,777.59,804.67,837.98,880.76,926.46,976.42,1028.35,1083.55
Myanmar,154.49,171.73,173.38,175.67,164.97,181.24,189.54,197.05,190.66,213.19,216.96,219.14,232.68,235.69,236.63,239.02,228.0,230.71,240.61,246.02,252.32,255.16,252.11,249.01,253.81,258.76,267.7,276.6,287.97,295.43,311.69,319.72,335.85,344.69,354.03,356.88,346.14,326.13,283.64,289.07,292.17,285.33,307.82,320.81,337.55,355.6,372.24,387.27,397.89,434.03,485.55,539.13,586.36,657.0,734.41,820.92,913.86,1006.96,1037.29,1068.14,1101.11,1132.64,1165.15,1198.69,1233.27,1268.93
Namibia,2645.62,2673.06,2700.3,2744.31,2828.88,2859.65,2901.64,2946.19,2964.52,3056.87,3244.8,3229.1,3535.06,3706.66,4032.15,4150.87,4254.87,4163.63,4178.49,4293.76,4440.04,4499.41,4483.73,4512.97,4635.93,4589.45,4557.16,4510.33,4597.95,4648.01,4748.2,4799.65,4627.97,4396.22,4262.22,4052.27,4088.27,4350.14,4198.57,4097.05,4048.68,4098.03,4285.1,4039.39,4183.24,4211.87,4272.91,4284.53,4353.55,4358.86,4436.71,4462.59,4629.33,4817.42,5125.84,5093.02,5418.53,5537.82,5687.76,5541.03,5728.52,5945.61,6161.86,6358.97,6562.25,6772.61
Nauru,93869.18,90115.07,86625.55,83525.16,80554.31,77419.66,75021.17,71681.83,68385.89,65153.44,63334.84,60718.39,58507.6,55870.59,54575.23,52668.89,50738.63,48699.46,47111.96,45498.32,44282.46,44942.0,44977.35,44487.77,43423.52,40145.08,36488.16,34611.01,32408.48,31816.22,30995.73,29585.84,28733.3,27363.54,25936.19,26185.36,25774.58,24922.48,23916.89,23400.23,22822.8,18232.61,15057.1,13273.59,13465.2,13016.31,9515.49,8451.54,7678.74,7960.13,8335.67,8297.69,8216.89,8380.46,5278.49,4766.48,3818.53,3413.21,6515.95,5350.66,5123.87,4926.16,4746.35,4575.31,4411.72,4253.95
Nepal,443.08,451.75,462.61,484.25,490.56,496.45,512.91,510.34,531.93,541.54,548.1,549.8,553.12,555.41,581.16,570.63,596.72,578.71,573.32,588.66,596.69,581.06,587.51,575.8,597.83,602.11,614.46,619.63,632.59,635.35,608.01,643.8,654.23,621.59,664.72,688.99,702.67,697.42,732.53,747.01,759.95,788.51,797.0,806.53,848.13,856.09,878.75,900.12,905.6,923.85,958.06,967.87,962.99,985.4,1007.26,990.28,1010.92,1031.49,1076.68,1122.9,1145.48,1178.93,1210.89,1246.67,1286.67,1332.95
Netherlands,9815.19,9761.47,9745.96,10419.43,11050.07,11588.5,12020.63,12138.27,11769.24,12107.78,12953.02,12907.35,13517.0,13840.02,14660.7,15262.07,15459.67,16035.1,16806.81,17572.89,18387.67,18930.73,19245.04,20067.26,20726.95,20736.87,21510.96,21915.54,22387.21,22706.37,23003.98,22621.17,22256.75,22580.06,23127.22,23602.58,24203.92,24533.88,25138.7,26081.99,26959.03,27419.97,27741.2,27830.34,28438.41,29162.6,29986.69,31129.8,32194.92,33495.37,34551.28,34998.59,34888.44,34858.05,35490.23,36136.56,37338.98,38548.39,39331.41,37767.59,38328.64,38898.64,39564.82,40289.64,41058.37,41855.93
Netherlands Antilles,6955.88,7169.65,7399.78,7660.58,7932.4,8185.38,8516.15,8736.56,8948.9,9154.02,9554.08,9834.19,10174.24,10431.45,10940.29,11335.98,11725.07,12082.94,12550.22,13013.3,13598.64,14289.26,14805.97,15270.37,15963.47,16241.49,17091.76,22901.0,24179.41,25084.58,26948.35,27022.56,26312.34,25948.04,25257.77,24507.37,22965.94,22991.31,23093.31,24622.02,24815.73,25130.92,25834.98,26962.89,28451.15,29046.48,29708.15,30428.08,29899.46,29701.71,29316.79,29762.05,29784.6,30059.89,30107.22,30242.47,30524.87,31137.12,31275.98,30766.18,31633.33,32653.97,33780.64,34962.98,36197.38,37475.01
New Caledonia,34708.11,35033.76,35409.25,35897.92,36401.74,36784.59,37478.29,37651.85,37768.1,37833.57,38669.09,38978.3,39490.82,39650.48,40723.23,41322.07,41855.07,42239.11,42963.84,43626.32,44644.33,45848.46,45387.91,38767.43,41865.47,43057.89,42863.48,42723.54,45942.35,39232.03,38452.73,35262.43,35500.34,34249.39,34276.77,35176.08,34247.22,35508.57,46487.97,50437.0,51112.96,52352.26,51392.37,50426.36,50467.02,52137.23,51195.35,51060.95,48444.79,47889.07,47927.98,47261.94,46648.5,45938.21,45553.14,45177.3,44702.97,44252.93,43830.06,43464.27,43763.38,44239.38,44817.53,45425.05,46054.41,46692.05
New Zealand,11327.53,10810.45,10748.87,10783.41,11716.82,11875.84,11986.17,12226.07,12207.47,12526.75,13428.98,13738.05,13771.83,14297.83,14733.75,15372.18,16001.87,15142.36,15020.37,16166.4,15913.99,16247.08,16742.0,17630.9,18296.36,17701.59,17725.23,17094.33,17073.51,17184.15,17286.48,17729.39,18015.52,18232.34,19048.22,19048.34,19360.83,19510.83,19457.41,19365.12,19135.41,18572.56,18552.06,19403.1,20198.72,20737.98,21140.3,21373.78,21326.36,22236.73,22722.47,23271.72,24011.23,24573.62,25175.39,25878.25,25960.22,26415.58,25950.31,25633.93,26125.18,26665.08,27197.59,27711.7,28195.66,28651.64
Nicaragua,1929.43,2063.62,2314.19,2333.79,2498.77,2534.63,2484.07,2571.4,2509.92,2440.58,2447.11,2536.95,2738.68,2875.92,3105.14,3308.82,3338.69,3442.17,3368.07,3482.33,3432.65,3474.61,3379.53,3624.76,3959.81,3781.65,3851.99,4132.12,3644.65,2547.5,2875.59,2980.82,2887.28,3000.66,2953.85,2818.58,2755.63,2696.1,2250.02,2111.38,2069.75,1974.09,1919.57,1848.12,1862.97,1918.99,1983.49,2008.76,2039.8,2152.2,2193.22,2214.92,2200.5,2221.79,2326.39,2310.87,2364.02,2404.58,2482.35,2409.39,2452.64,2489.49,2537.0,2599.36,2663.8,2730.3
Niger,715.1,730.5,745.76,760.86,776.32,792.12,807.61,823.34,839.25,855.29,890.47,910.41,970.5,1032.55,1010.72,1048.19,1022.97,1010.08,999.27,938.49,950.67,977.07,913.46,761.45,800.72,770.2,759.07,796.84,866.7,899.82,864.53,840.42,829.16,771.67,622.44,651.85,677.64,658.3,696.02,672.65,632.47,635.88,580.5,567.27,575.03,548.18,555.46,543.94,588.06,572.56,540.65,562.96,569.41,587.37,563.8,584.52,597.15,595.83,651.16,603.39,606.58,619.07,670.9,684.7,700.75,710.57
Nigeria,989.82,1028.69,1071.27,1076.22,1124.35,1119.01,1078.8,1085.08,1098.99,1118.49,1256.63,1209.75,1227.35,1293.3,1307.68,1276.07,1198.26,1009.09,986.02,1142.03,1342.85,1442.11,1490.86,1545.62,1727.23,1625.42,1665.73,1680.99,1570.94,1539.59,1503.54,1480.76,1432.95,1327.71,1270.55,1346.46,1226.99,1108.74,1172.07,1218.76,1310.93,1302.36,1278.94,1274.48,1247.29,1230.67,1261.49,1275.25,1272.29,1236.94,1270.61,1360.18,1515.21,1655.58,1655.19,1691.99,1756.26,1914.97,1965.1,2036.54,2123.7,2215.35,2307.17,2399.79,2475.78,2551.33
Norway,10032.85,10247.28,10582.89,11052.96,11389.44,11570.64,11870.5,12181.99,12238.24,12510.8,12951.33,13596.16,13879.97,14313.84,14871.07,15529.99,15987.02,16818.86,17048.91,17592.79,17939.53,18777.46,19439.95,20212.61,20870.96,21735.14,22847.22,23625.02,24154.29,25034.22,26015.16,26340.56,26334.23,27153.13,28682.83,30120.27,31334.58,31657.07,31445.2,31707.74,32231.9,33050.7,34011.3,34779.82,36391.42,37758.39,39561.29,41601.07,42486.42,43007.76,44097.19,44737.86,45136.02,45315.06,46815.32,47842.1,48644.34,49580.26,49612.52,48346.36,48275.82,48815.59,49586.64,50336.87,50984.29,51644.12
Occupied Palestinian Territory,749.42,776.58,804.06,833.16,864.48,894.29,923.19,955.23,977.47,1020.98,1065.98,1085.33,1127.38,1170.98,1217.74,1270.08,1360.57,1337.42,1252.76,1319.91,1413.07,1513.79,1640.18,1614.39,1782.45,1796.04,1915.21,1904.18,2016.28,1997.78,2113.95,2034.08,2099.83,2055.2,2095.1,2077.87,2251.8,2220.05,2204.26,2221.92,2406.91,2369.76,2635.8,2777.37,3002.49,3086.55,3123.77,3347.72,3583.25,3758.68,3454.15,2855.77,2362.33,2323.57,2374.96,2402.43,2273.45,2258.04,2216.76,2262.02,2310.98,2370.37,2436.55,2505.78,2577.75,2651.75
Oman,1392.93,1449.13,1508.09,1569.68,1631.7,1695.9,1764.25,1832.18,1906.09,1977.67,2050.41,2033.23,2349.65,2394.44,2348.16,2310.13,2366.76,3640.0,6058.11,7252.0,7617.27,7429.3,7646.53,6471.86,7740.33,9313.46,10080.22,10452.08,10849.51,10845.43,9785.0,10793.03,11503.37,12494.48,13497.64,15168.48,14958.2,13702.59,14211.22,14432.67,15311.04,15379.98,15984.22,16184.6,16369.66,16700.19,16931.84,17967.8,18265.65,17342.56,17873.92,18682.51,18725.18,18547.8,19001.59,19158.15,19904.6,21018.53,23216.45,22313.48,22616.13,22913.65,23156.63,23386.63,23644.93,23962.04
Pakistan,674.24,661.9,660.25,698.82,688.32,682.81,696.98,697.15,697.0,699.28,701.21,733.77,750.29,792.74,830.18,882.77,890.78,916.53,954.77,959.29,1048.58,1041.89,1056.45,1081.79,1086.09,1105.38,1128.12,1158.63,1179.43,1219.26,1283.55,1335.9,1378.06,1423.38,1471.41,1526.1,1569.95,1635.92,1694.41,1731.66,1761.0,1795.07,1842.83,1843.72,1876.3,1919.39,1939.39,1846.47,1851.84,1876.51,1910.38,1898.84,1917.27,1961.82,2065.82,2175.93,2267.72,2350.93,2354.72,2389.97,2460.31,2489.03,2546.26,2627.88,2724.44,2837.27
Palau,11743.96,11856.17,11985.29,12152.77,12325.43,12457.19,12694.28,12755.25,12796.81,12821.19,13106.57,13213.63,13389.67,13446.1,13812.24,14017.75,14200.98,14333.73,14582.16,14809.54,15157.71,15075.29,14993.84,14891.16,14798.72,14736.29,14895.83,15106.73,15057.2,14964.49,14794.06,13688.08,13824.84,13668.82,13949.0,13206.45,13224.76,13121.32,14756.81,15113.9,15729.54,15315.99,14338.57,11979.86,12396.29,13673.34,15006.54,14530.16,13980.59,12891.91,12833.64,13142.37,12786.38,12459.06,13017.91,13378.61,13860.35,14051.32,13603.15,13809.69,13906.66,14059.87,14245.6,14440.71,14642.82,14847.62
Panama,2335.98,2222.88,2339.24,2448.44,2442.9,2542.04,2558.76,2657.77,2582.84,2570.86,2815.92,3014.69,3183.87,3298.64,3360.73,3532.6,3692.78,3887.06,4082.35,4170.88,4312.87,4520.29,4577.72,4761.61,4694.37,4793.08,4813.75,4890.04,5145.36,5232.97,5845.47,6235.12,6442.0,6005.14,6034.79,6260.1,6366.13,6191.04,5372.12,5362.98,5676.96,6168.1,6432.98,6584.09,6611.57,6623.84,6733.01,7021.67,7366.24,7498.52,7507.84,7415.49,7442.13,7569.67,8025.78,8453.06,9022.84,9971.6,10834.94,10932.02,11379.7,11896.1,12446.15,12999.57,13554.39,14168.65
Papua New Guinea,1033.66,1053.95,1076.07,1102.0,1128.82,1152.28,1185.93,1203.53,1219.51,1234.03,1274.1,1327.05,1383.69,1412.84,1499.58,1613.87,1670.67,1702.14,1737.95,1835.63,1980.94,2020.04,2109.36,2162.31,2153.66,2087.71,1975.97,1882.37,1967.28,1977.29,1904.51,1870.82,1828.6,1850.38,1794.02,1825.27,1868.33,1881.39,1891.42,1813.05,1693.2,1804.66,1901.64,2229.99,2303.11,2165.13,2261.62,2129.83,2115.95,2100.44,1960.06,1899.52,1887.09,1872.52,1875.53,1942.42,1950.09,2071.58,2233.51,2263.92,2380.77,2453.76,2474.19,2523.28,2709.39,2835.29
Paraguay,1898.32,1893.9,1858.64,1821.68,1856.88,1913.62,1918.13,1960.99,2012.19,1982.88,1988.7,2058.58,2037.97,2056.7,2077.6,2142.23,2103.35,2203.65,2205.96,2238.74,2309.13,2359.33,2450.66,2547.85,2670.82,2776.01,2881.3,3079.49,3331.43,3685.5,3951.04,4144.97,3938.42,3717.43,3723.26,3774.33,3665.93,3696.49,3845.45,3989.85,3984.11,3908.63,3896.04,3954.99,3931.64,4041.51,3973.47,4006.93,3954.41,3846.82,3670.07,3678.32,3614.76,3686.4,3776.47,3807.85,3891.11,4073.7,4218.43,3990.45,4243.21,4364.63,4470.47,4559.15,4649.51,4741.8
Peru,3122.27,3426.47,3538.69,3557.67,3526.61,3703.53,3862.25,3909.63,3790.75,3637.71,3994.35,4166.53,4389.43,4486.18,4625.41,4770.24,5051.26,5094.75,4995.37,5056.94,5230.46,5313.73,5312.24,5489.48,5796.27,5867.53,5811.04,5670.32,5492.1,5632.03,5774.93,5982.47,5834.7,5039.81,5139.14,5144.56,5554.65,5900.47,5330.96,4593.43,4309.98,4322.86,4220.09,4340.94,4850.01,5178.47,5214.16,5485.01,5359.55,5319.57,5410.38,5342.68,5535.86,5681.7,5892.08,6211.93,6610.39,7107.36,7718.96,7661.78,8132.95,8470.65,8800.62,9144.41,9501.84,9873.18
Philippines,1100.64,1136.27,1205.12,1258.78,1321.91,1346.11,1437.0,1430.65,1468.61,1538.73,1534.8,1573.41,1603.06,1667.24,1673.72,1711.58,1733.45,1760.04,1786.74,1815.26,1839.61,1883.58,1933.74,2044.25,2054.49,2132.19,2258.31,2316.34,2359.26,2401.55,2461.77,2494.99,2501.1,2496.7,2273.82,2049.79,2083.23,2100.32,2187.3,2265.62,2290.91,2228.51,2198.65,2194.01,2250.34,2288.89,2359.88,2444.2,2355.11,2399.4,2536.64,2491.61,2523.0,2568.07,2707.59,2774.63,2921.43,3109.09,3145.61,3087.42,3232.94,3311.95,3392.2,3474.4,3558.59,3644.8
Poland,3447.48,3537.92,3565.48,3696.68,3829.09,3940.06,4040.51,4175.99,4307.17,4372.07,4532.98,4806.29,4722.27,4937.2,5101.43,5320.93,5588.33,5744.72,6024.98,5957.85,6206.26,6571.95,6838.31,7090.29,7462.6,7780.84,8200.19,8555.82,8867.82,9003.01,8558.51,7846.61,7518.69,7648.07,7893.41,8103.82,8232.45,8374.9,8708.04,8812.88,7964.62,7516.21,7667.5,7965.41,8360.43,8903.73,9457.17,10110.56,10603.33,11092.24,11603.89,11803.4,11993.53,12463.26,13139.98,13612.33,14464.36,15440.65,16221.2,16514.97,17058.11,17668.68,18330.64,19062.51,19838.98,20641.94
Portugal,3122.1,3301.26,3376.27,3541.42,3663.52,3769.02,3903.63,4061.15,4076.37,4245.26,4496.33,4758.07,5000.91,5245.3,5507.08,5875.68,6084.09,6476.33,7089.03,7270.41,7939.86,8512.59,9136.83,10094.06,10136.58,9297.04,9724.26,10234.83,10399.07,10839.04,11272.08,11471.86,11669.96,11562.22,11272.97,11489.78,12012.33,12881.99,13824.58,14654.94,15550.75,16081.21,16369.34,16104.76,16382.98,16806.9,17367.36,18079.67,18929.72,19615.96,20275.81,20551.97,20545.12,20203.38,20401.36,20676.74,20913.06,21329.32,21285.32,20647.47,20885.52,20888.05,21017.02,21246.46,21500.49,21763.46
Puerto Rico,3668.42,3786.9,4028.65,4276.84,4422.33,4635.14,4903.96,5036.93,5274.93,5732.75,5998.44,6388.23,6802.27,7189.68,7590.13,8045.7,8519.01,8828.75,8989.07,9916.03,10547.95,11066.01,11585.12,11628.49,11072.46,11100.35,11783.2,12328.33,12998.26,13056.66,12977.14,12585.8,12288.96,12948.61,13226.92,13980.85,14704.73,15548.25,16455.43,17169.88,17572.46,17932.28,18332.08,18918.97,19560.37,19575.42,20093.94,21071.75,21969.32,22721.92,24328.47,24275.89,24562.23,25112.11,25085.41,25059.09,24449.94,24174.13,23552.63,23296.72,24089.6,25008.29,26018.33,27082.15,28197.8,29359.14
Qatar,94862.88,95612.35,94881.33,97456.28,101579.4,98840.68,100940.7,100227.9,100754.2,105282.3,105473.6,99324.13,95832.98,93747.28,89229.35,87621.67,105171.9,114275.2,119033.4,116390.1,109163.5,116195.6,119231.2,124998.0,115250.7,112561.1,114310.3,100211.0,103087.5,101696.5,98082.97,88218.01,75629.13,66879.08,68830.92,58333.59,55767.16,53330.44,54374.18,55290.83,48398.83,45957.71,49179.78,46978.45,46862.54,46432.89,47550.75,58491.53,62937.66,63300.34,66311.28,65555.94,65542.27,64880.12,71799.66,68538.63,71022.85,77871.11,84944.23,83031.96,91889.16,103499.3,108437.5,109299.2,110379.3,111709.7
Romania,1523.98,1611.38,1702.69,1794.74,1894.31,1990.53,2047.65,2108.02,2172.53,2245.31,2319.83,2521.93,2634.98,2828.76,2945.12,3134.89,3333.67,3580.13,3669.23,3815.15,3976.07,4371.88,4711.82,4955.93,5409.22,5853.67,6156.66,6643.61,7169.23,7455.55,7606.6,7504.83,7593.98,8077.15,8299.42,8220.66,8397.24,8430.31,8425.47,7867.45,7481.89,6458.44,5979.92,6084.45,6337.06,6805.53,7112.66,6717.57,6461.27,6394.36,6604.57,7033.51,7506.68,7935.9,8633.26,9036.04,9774.77,10367.85,11219.08,10452.92,10310.53,10495.03,10956.88,11419.58,11901.6,12404.2
Russian Federation,5004.06,4963.63,5192.69,5333.7,5503.89,5858.1,6288.55,6325.46,6673.4,6520.9,6992.7,7264.49,7358.41,7130.34,7896.73,8241.42,8547.07,8836.27,9256.49,9326.57,9930.19,10115.11,10110.0,10827.64,11055.99,11026.5,11440.91,11630.93,11843.05,11740.92,11706.25,11755.66,11969.47,12264.85,12343.8,12385.51,12790.67,12884.78,13083.32,13246.5,12888.42,12632.92,10610.5,9473.01,8324.11,7984.89,7698.25,7822.82,7415.53,7860.64,8678.23,9131.6,9639.07,10386.68,11243.19,12011.19,13020.1,14173.15,14948.34,13949.19,14376.54,14838.95,15342.73,15861.79,16397.44,16943.7
Rwanda,585.72,606.79,615.14,627.03,648.26,656.39,667.73,678.54,684.1,706.11,712.8,684.25,735.77,661.51,582.51,617.24,621.57,642.03,635.41,684.88,706.36,700.84,692.87,708.48,676.7,667.67,728.17,747.83,747.27,775.6,796.83,869.5,795.25,825.42,785.04,792.53,803.36,780.95,754.68,725.96,735.88,731.13,793.78,718.9,454.64,644.3,638.23,657.97,670.57,672.54,662.56,690.36,747.08,745.14,779.84,851.58,908.53,938.5,1015.72,1038.89,1071.28,1109.57,1153.68,1204.74,1254.21,1305.99
Saint Kitts and Nevis,1043.76,1087.62,1134.83,1187.69,1243.3,1297.0,1364.19,1414.83,1465.08,1515.08,1598.61,1663.5,1739.87,1803.39,1912.07,2002.92,2094.36,2181.92,2291.12,2401.67,2537.19,2691.65,2814.48,2922.23,3064.48,3151.91,3329.22,3494.27,3772.1,4091.61,4359.92,4438.47,4482.97,4459.18,4991.76,5399.24,5999.4,6513.52,7089.31,7631.56,7899.03,8062.66,8367.44,8918.17,9484.61,9845.53,10542.74,11293.55,11562.62,11721.86,11505.74,11471.04,11495.84,11517.95,12306.32,12761.53,13161.17,13379.85,13820.75,12696.83,12336.16,12202.63,12177.78,12206.49,12235.33,12264.87
Saint Lucia,1830.39,1891.4,1957.02,2031.09,2108.46,2181.18,2275.03,2339.79,2402.69,2463.95,2578.1,2660.37,2759.29,2836.17,2982.0,3097.63,3212.02,3318.39,3455.4,3591.91,3762.93,3870.92,3910.99,3916.87,4050.93,4178.19,4783.71,5028.23,5385.48,5477.5,5231.39,5333.03,5142.43,5196.32,5413.45,5567.11,6311.29,6408.37,7120.3,7674.28,8339.84,8324.37,8776.77,8733.6,8758.59,8755.87,9115.02,9047.09,9399.25,9588.03,9419.36,8846.88,8996.49,9341.43,9627.78,9983.87,10344.9,10589.18,10701.6,10362.36,10407.38,10555.38,10824.37,11121.78,11429.31,11747.0
Saint Vincent and the Grenadines,1469.82,1519.25,1572.41,1632.4,1695.07,1754.03,1830.03,1882.67,1933.84,1983.72,2076.22,2137.07,2187.11,2041.22,2092.64,2092.49,2075.71,1877.42,1974.79,2011.04,2192.25,2242.16,2713.43,2425.76,2222.04,2073.52,2209.38,2260.34,2456.31,2538.37,2585.59,2737.27,2817.0,2911.2,3062.22,3183.29,3375.92,3507.71,3984.46,4073.17,4379.21,4314.07,4615.83,4662.95,4539.5,4826.12,4891.44,5222.5,5448.4,5677.54,5790.71,5848.53,6063.59,6237.68,6642.8,6792.64,7455.82,8214.67,8412.64,8307.6,8355.56,8516.34,8718.94,8965.13,9258.77,9562.23
Samoa,1784.68,1826.09,1870.94,1922.73,1976.41,2024.54,2090.96,2129.41,2165.23,2198.68,2278.01,2327.67,2390.56,2433.09,2533.14,2605.58,2675.33,2736.84,2821.92,2904.67,3013.15,3313.83,3311.64,3504.87,3170.04,3053.97,3295.8,3253.03,3418.39,3803.51,3586.26,3265.59,3230.44,3192.08,3216.09,3332.22,3486.45,3512.19,3498.88,3672.18,3525.48,3410.2,3443.86,3539.49,3512.96,3696.21,3940.26,3922.6,3944.22,3963.18,4185.73,4466.45,4616.45,4755.85,4913.12,5217.0,5273.18,5450.16,5500.95,5271.07,5206.19,5343.95,5445.24,5567.65,5713.47,5862.32
San Marino,11368.55,11799.19,12262.35,12782.56,13327.92,13848.34,14507.85,14986.54,15457.23,15921.18,16732.22,17342.19,18066.29,18651.46,19696.9,20550.83,21403.61,22209.83,23228.71,24252.82,25519.46,24597.42,24371.93,25531.75,26028.72,25645.41,23022.69,24775.12,24602.17,26310.21,29548.54,29869.1,31038.79,30360.38,33571.15,35271.35,34178.49,36518.61,35761.32,37416.2,46139.25,42168.98,50685.67,54163.42,57057.54,61406.71,63719.54,64773.99,68879.73,74010.21,74489.48,76912.03,75356.73,76248.29,77799.28,78324.41,80256.16,82068.94,81548.45,77353.77,80085.62,83242.9,86712.31,90369.7,94209.16,98210.84
Sao Tome and Principe,677.95,678.91,680.77,683.66,710.23,651.0,684.33,682.08,740.36,676.57,740.63,791.1,839.19,885.88,930.39,971.87,1024.28,1065.98,1106.76,1147.97,1188.51,1226.63,1218.82,1202.51,1235.03,1278.52,1286.44,1495.86,1489.18,1656.36,1609.15,1407.41,1434.62,1353.34,1248.52,1332.7,1236.18,1170.1,1163.94,1170.63,1122.11,1105.09,1085.26,1078.87,1100.42,1095.99,1093.53,1088.37,1096.44,1101.01,1090.99,1104.42,1209.94,1254.66,1307.96,1415.97,1477.1,1541.12,1608.4,1661.73,1707.64,1769.7,1841.54,1915.82,1992.25,2042.19
Saudi Arabia,5452.9,5773.52,5996.27,6423.23,6957.5,7006.4,7348.0,7467.87,7672.82,8221.87,8784.46,9518.92,10313.18,10890.01,11504.25,12461.09,13738.05,14487.79,15284.03,15783.67,16813.76,18914.67,21681.0,25342.4,29527.75,29208.7,30686.31,31696.0,30400.68,31087.03,31506.26,31290.04,26627.88,23243.09,21448.47,19526.24,19423.12,17901.96,18609.77,17906.86,18980.1,20136.66,20414.95,19576.21,18912.94,18531.78,18725.57,18690.57,18795.76,18111.9,18961.15,18580.72,18120.74,19315.8,19973.51,20705.1,20925.83,21008.41,21774.03,21376.86,21637.08,22124.97,22598.56,23099.0,23654.89,24262.8
Senegal,1305.83,1331.11,1355.91,1380.15,1404.84,1429.85,1454.09,1478.49,1502.81,1526.12,1528.96,1540.53,1527.66,1506.45,1512.62,1511.89,1519.1,1464.59,1512.33,1393.14,1456.04,1415.94,1450.88,1349.49,1365.11,1426.65,1513.36,1443.34,1347.07,1410.49,1332.87,1334.87,1432.93,1346.98,1322.18,1327.01,1333.81,1363.63,1338.18,1327.31,1296.53,1282.46,1263.97,1233.5,1252.34,1279.86,1283.9,1294.18,1334.29,1385.82,1397.52,1425.74,1394.31,1453.57,1500.62,1548.08,1544.6,1582.11,1592.57,1585.55,1611.32,1643.17,1677.02,1714.67,1755.85,1800.04
Serbia,7870.0,7956.44,8054.46,8178.56,8306.5,8407.17,8579.29,8632.69,8673.07,8701.87,8908.15,8993.61,9126.32,9177.74,9440.99,9595.01,9734.18,9839.07,10023.75,10194.44,10448.87,10574.67,10687.69,10889.08,11054.78,10925.91,11111.67,11192.2,11301.78,11338.0,11233.07,11137.64,10954.61,10798.63,10802.01,10746.34,10751.93,10765.65,10836.32,10812.09,10720.44,9789.92,7227.81,5129.93,5239.62,5533.46,5905.71,6458.77,6572.73,5910.22,6224.3,6577.16,6832.99,7014.33,7607.2,8041.16,8497.99,9107.9,9637.73,9381.34,9513.81,9773.48,10215.1,10721.97,11254.06,11762.63
